what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1441887359053
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1441887359084
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1441887359084
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1441887359100
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1441887359146
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1441887359193
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1441887359209
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1441887359224
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1441887359240
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1441887359490
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1441887359536
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1441887359568
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1441887359568
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1441887359568
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1441887359630
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1441887359661
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1441887359677
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1441887359724
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1441887359739
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1441887359739
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1441887359755
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1441887359770
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1441887359786
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1441887359833
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1441887359848
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1441887359864
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1441887359880
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1441887359911
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1441887359926
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1441887359958
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1441887359973
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1441887360004
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1441887360020
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1441887360036
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1441887360036
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1441887360067
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1441887360114
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1441887360176
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1441887360192
started,bundle,org.eclipse.jdt.core,3.7.3.v20120119-1537,"org.eclipse.jdt.core",1441887360379
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110928-1453,"org.eclipse.jdt.core.manipulation",1441887360426
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1441887360441
started,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1441887360457
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1441887360488
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1441887360488
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1441887360504
started,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1441887360519
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1441887360550
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1441887360566
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1441887360582
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1441887360582
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1441887360613
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1441887360644
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1441887360644
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1441887360660
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1441887360706
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1441887360738
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1441887360769
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1441887360769
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1441887360800
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1441887360847
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1441887360862
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1441887360940
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1441887360972
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1441887360987
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1441887360987
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1441887361034
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1441887361034
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1441887361050
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1441887361081
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1441887361174
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1441887361206
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1441887361299
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1441887361315
started,bundle,org.eclipse.wb.discovery.core,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.core",1441887361330
started,bundle,org.eclipse.wb.discovery.ui,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.ui",1441887361362
os,sysinfo,,,"win32",1441887361362
arch,sysinfo,,,"x86",1441887361362
ws,sysinfo,,,"win32",1441887361362
locale,sysinfo,,,"zh_CN",1441887361362
processors,sysinfo,,,"4",1441887361362
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1441887361362
java.runtime.version,sysinfo,,,"1.7.0_13-b20",1441887361362
java.specification.name,sysinfo,,,"Java Platform API Specification",1441887361362
java.specification.vendor,sysinfo,,,"Oracle Corporation",1441887361362
java.specification.version,sysinfo,,,"1.7",1441887361362
java.vendor,sysinfo,,,"Oracle Corporation",1441887361362
java.version,sysinfo,,,"1.7.0_13",1441887361362
java.vm.info,sysinfo,,,"mixed mode",1441887361362
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1441887361362
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1441887361362
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1441887361362
java.vm.specification.version,sysinfo,,,"1.7",1441887361362
java.vm.vendor,sysinfo,,,"Oracle Corporation",1441887361362
java.vm.version,sysinfo,,,"23.7-b01",1441887361362
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1441887361486
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1441887362516
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441887363343
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441887368662
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavadocView",1441887368985
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1441887371131
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1441887374501
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1441887374516
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1441887384204
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1441887384220
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441887399133
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441887426324
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1441887432221
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1441887432393
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1441887432673
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1441887434639
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1441887434670
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1441887435169
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1441887447681
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441887455746
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441887634183
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441887645805
started,bundle,org.eclipse.wb.core.lib,1.3.0.r37x201202052311,"org.eclipse.wb.core.lib",1441887742873
started,bundle,org.eclipse.wb.core,1.3.0.r37x201202052311,"org.eclipse.wb.core",1441887743014
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441887743809
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1441887744090
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1441887744152
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1441887921887
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1441887922277
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1441887922542
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441887923010
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441887923026
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1441887936910
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1441887936941
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441887941013
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441887941216
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441887959577
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441887959811
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441887984412
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441887984490
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441888200238
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441888202251
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1441888202485
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1441888202485
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1441888204856
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1441888204856
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441888214856
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441888251984
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1441888252296
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1441888252327
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441888278270
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441888278488
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1441888297832
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1441888302231
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1441888303885
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1441888305570
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1441888307161
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1441888308908
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1441888310936
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441888321856
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441888322075
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441888339952
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441888340186
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441888354881
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441888355100
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441888361667
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441888361917
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441888897918
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441888898121
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441889134274
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441889159219
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441889161184
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441889163400
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441889163415
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441889356314
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441890241397
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441890241631
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1441890261896
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441890265718
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441890325418
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441890331892
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441890383416
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1441890390592
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441890432899
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441890451526
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1441890456346
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441890708177
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441890763385
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1441890772511
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1441890817003
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441890819577
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441890854138
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1441890858194
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441891428281
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441891479750
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1441891484710
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441891642583
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441891644798
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1441891644938
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1441891644938
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441891652270
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441891663627
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1441891664048
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1441891664080
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441891677776
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441891677979
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1441891737134
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441891741846
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441891776940
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1441891785458
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441891787080
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441891804879
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441892240806
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441892243287
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1441892243427
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1441892243427
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441892253973
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441892288995
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1441892289416
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1441892289447
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441892305032
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441892305281
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441892316638
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441892316872
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441892328494
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441892328713
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441892342877
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441892343111
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441892358150
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441892358384
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441892605457
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441892724031
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441893176916
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441893177134
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.smartEnter",1441893271187
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441894010893
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441894013873
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1441894014029
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1441894014029
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1441894021907
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1441894021953
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1441894057116
